persona_id,country,region,country_set,name,gender,age,profession,profession_article,subject_pronoun,object_pronoun,possessive_pronoun,be_verb,work_verb
P02887,Kenya,Africa,original_10,Amani,neutral,25,chef,a,they,them,their,are,work
P02888,Kenya,Africa,original_10,Amani,neutral,25,civil engineer,a,they,them,their,are,work
P02889,Kenya,Africa,original_10,Amani,neutral,25,computer programmer,a,they,them,their,are,work
P02890,Kenya,Africa,original_10,Amani,neutral,25,construction worker,a,they,them,their,are,work
P02891,Kenya,Africa,original_10,Amani,neutral,25,doctor,a,they,them,their,are,work
P02892,Kenya,Africa,original_10,Amani,neutral,25,electrician,an,they,them,their,are,work
P02893,Kenya,Africa,original_10,Amani,neutral,25,elementary school teacher,an,they,them,their,are,work
P02894,Kenya,Africa,original_10,Amani,neutral,25,farmer,a,they,them,their,are,work
P02895,Kenya,Africa,original_10,Amani,neutral,25,flight attendant,a,they,them,their,are,work
P02896,Kenya,Africa,original_10,Amani,neutral,25,hairdresser,a,they,them,their,are,work
P02897,Kenya,Africa,original_10,Amani,neutral,25,janitor,a,they,them,their,are,work
P02898,Kenya,Africa,original_10,Amani,neutral,25,journalist,a,they,them,their,are,work
P02899,Kenya,Africa,original_10,Amani,neutral,25,lawyer,a,they,them,their,are,work
P02900,Kenya,Africa,original_10,Amani,neutral,25,mechanic,a,they,them,their,are,work
P02901,Kenya,Africa,original_10,Amani,neutral,25,paramedic,a,they,them,their,are,work
P02902,Kenya,Africa,original_10,Amani,neutral,25,pharmacist,a,they,them,their,are,work
P02903,Kenya,Africa,original_10,Amani,neutral,25,plumber,a,they,them,their,are,work
P02904,Kenya,Africa,original_10,Amani,neutral,25,police officer,a,they,them,their,are,work
P02905,Kenya,Africa,original_10,Amani,neutral,25,real estate agent,a,they,them,their,are,work
P02906,Kenya,Africa,original_10,Amani,neutral,25,registered nurse,a,they,them,their,are,work
P02907,Kenya,Africa,original_10,Amani,neutral,25,social worker,a,they,them,their,are,work
P02908,Kenya,Africa,original_10,Amani,neutral,25,truck driver,a,they,them,their,are,work
P02909,Kenya,Africa,original_10,Amani,neutral,25,veterinarian,a,they,them,their,are,work
P02910,Kenya,Africa,original_10,Amani,neutral,25,waiter,a,they,them,their,are,work
P02911,Kenya,Africa,original_10,Amani,neutral,45,accountant,an,they,them,their,are,work
P02912,Kenya,Africa,original_10,Amani,neutral,45,administrative assistant,an,they,them,their,are,work
P02913,Kenya,Africa,original_10,Amani,neutral,45,architect,an,they,them,their,are,work
P02914,Kenya,Africa,original_10,Amani,neutral,45,bank teller,a,they,them,their,are,work
P02915,Kenya,Africa,original_10,Amani,neutral,45,business manager,a,they,them,their,are,work
P02916,Kenya,Africa,original_10,Amani,neutral,45,cashier,a,they,them,their,are,work
P02917,Kenya,Africa,original_10,Amani,neutral,45,chef,a,they,them,their,are,work
P02918,Kenya,Africa,original_10,Amani,neutral,45,civil engineer,a,they,them,their,are,work
P02919,Kenya,Africa,original_10,Amani,neutral,45,computer programmer,a,they,them,their,are,work
P02920,Kenya,Africa,original_10,Amani,neutral,45,construction worker,a,they,them,their,are,work
P02921,Kenya,Africa,original_10,Amani,neutral,45,doctor,a,they,them,their,are,work
P02922,Kenya,Africa,original_10,Amani,neutral,45,electrician,an,they,them,their,are,work
P02923,Kenya,Africa,original_10,Amani,neutral,45,elementary school teacher,an,they,them,their,are,work
P02924,Kenya,Africa,original_10,Amani,neutral,45,farmer,a,they,them,their,are,work
P02925,Kenya,Africa,original_10,Amani,neutral,45,flight attendant,a,they,them,their,are,work
P02926,Kenya,Africa,original_10,Amani,neutral,45,hairdresser,a,they,them,their,are,work
P02927,Kenya,Africa,original_10,Amani,neutral,45,janitor,a,they,them,their,are,work
P02928,Kenya,Africa,original_10,Amani,neutral,45,journalist,a,they,them,their,are,work
P02929,Kenya,Africa,original_10,Amani,neutral,45,lawyer,a,they,them,their,are,work
P02930,Kenya,Africa,original_10,Amani,neutral,45,mechanic,a,they,them,their,are,work
P02931,Kenya,Africa,original_10,Amani,neutral,45,paramedic,a,they,them,their,are,work
P02932,Kenya,Africa,original_10,Amani,neutral,45,pharmacist,a,they,them,their,are,work
P02933,Kenya,Africa,original_10,Amani,neutral,45,plumber,a,they,them,their,are,work
P02934,Kenya,Africa,original_10,Amani,neutral,45,police officer,a,they,them,their,are,work
P02935,Kenya,Africa,original_10,Amani,neutral,45,real estate agent,a,they,them,their,are,work
P02936,Kenya,Africa,original_10,Amani,neutral,45,registered nurse,a,they,them,their,are,work
P02937,Kenya,Africa,original_10,Amani,neutral,45,social worker,a,they,them,their,are,work
P02938,Kenya,Africa,original_10,Amani,neutral,45,truck driver,a,they,them,their,are,work
P02939,Kenya,Africa,original_10,Amani,neutral,45,veterinarian,a,they,them,their,are,work
P02940,Kenya,Africa,original_10,Amani,neutral,45,waiter,a,they,them,their,are,work
P02941,Kenya,Africa,original_10,Amani,neutral,65,accountant,an,they,them,their,are,work
P02942,Kenya,Africa,original_10,Amani,neutral,65,administrative assistant,an,they,them,their,are,work
P02943,Kenya,Africa,original_10,Amani,neutral,65,architect,an,they,them,their,are,work
P02944,Kenya,Africa,original_10,Amani,neutral,65,bank teller,a,they,them,their,are,work
P02945,Kenya,Africa,original_10,Amani,neutral,65,business manager,a,they,them,their,are,work
P02946,Kenya,Africa,original_10,Amani,neutral,65,cashier,a,they,them,their,are,work
P02947,Kenya,Africa,original_10,Amani,neutral,65,chef,a,they,them,their,are,work
P02948,Kenya,Africa,original_10,Amani,neutral,65,civil engineer,a,they,them,their,are,work
P02949,Kenya,Africa,original_10,Amani,neutral,65,computer programmer,a,they,them,their,are,work
P02950,Kenya,Africa,original_10,Amani,neutral,65,construction worker,a,they,them,their,are,work
P02951,Kenya,Africa,original_10,Amani,neutral,65,doctor,a,they,them,their,are,work
P02952,Kenya,Africa,original_10,Amani,neutral,65,electrician,an,they,them,their,are,work
P02953,Kenya,Africa,original_10,Amani,neutral,65,elementary school teacher,an,they,them,their,are,work
P02954,Kenya,Africa,original_10,Amani,neutral,65,farmer,a,they,them,their,are,work
P02955,Kenya,Africa,original_10,Amani,neutral,65,flight attendant,a,they,them,their,are,work
P02956,Kenya,Africa,original_10,Amani,neutral,65,hairdresser,a,they,them,their,are,work
P02957,Kenya,Africa,original_10,Amani,neutral,65,janitor,a,they,them,their,are,work
P02958,Kenya,Africa,original_10,Amani,neutral,65,journalist,a,they,them,their,are,work
P02959,Kenya,Africa,original_10,Amani,neutral,65,lawyer,a,they,them,their,are,work
P02960,Kenya,Africa,original_10,Amani,neutral,65,mechanic,a,they,them,their,are,work
P02961,Kenya,Africa,original_10,Amani,neutral,65,paramedic,a,they,them,their,are,work
P02962,Kenya,Africa,original_10,Amani,neutral,65,pharmacist,a,they,them,their,are,work
P02963,Kenya,Africa,original_10,Amani,neutral,65,plumber,a,they,them,their,are,work
P02964,Kenya,Africa,original_10,Amani,neutral,65,police officer,a,they,them,their,are,work
P02965,Kenya,Africa,original_10,Amani,neutral,65,real estate agent,a,they,them,their,are,work
P02966,Kenya,Africa,original_10,Amani,neutral,65,registered nurse,a,they,them,their,are,work
P02967,Kenya,Africa,original_10,Amani,neutral,65,social worker,a,they,them,their,are,work
P02968,Kenya,Africa,original_10,Amani,neutral,65,truck driver,a,they,them,their,are,work
P02969,Kenya,Africa,original_10,Amani,neutral,65,veterinarian,a,they,them,their,are,work
P02970,Kenya,Africa,original_10,Amani,neutral,65,waiter,a,they,them,their,are,work
P02971,Mexico,Latin America,original_10,Diego,male,25,accountant,an,he,him,his,is,works
P02972,Mexico,Latin America,original_10,Diego,male,25,administrative assistant,an,he,him,his,is,works
P02973,Mexico,Latin America,original_10,Diego,male,25,architect,an,he,him,his,is,works
P02974,Mexico,Latin America,original_10,Diego,male,25,bank teller,a,he,him,his,is,works
P02975,Mexico,Latin America,original_10,Diego,male,25,business manager,a,he,him,his,is,works
P02976,Mexico,Latin America,original_10,Diego,male,25,cashier,a,he,him,his,is,works
P02977,Mexico,Latin America,original_10,Diego,male,25,chef,a,he,him,his,is,works
P02978,Mexico,Latin America,original_10,Diego,male,25,civil engineer,a,he,him,his,is,works
P02979,Mexico,Latin America,original_10,Diego,male,25,computer programmer,a,he,him,his,is,works
P02980,Mexico,Latin America,original_10,Diego,male,25,construction worker,a,he,him,his,is,works
P02981,Mexico,Latin America,original_10,Diego,male,25,doctor,a,he,him,his,is,works
P02982,Mexico,Latin America,original_10,Diego,male,25,electrician,an,he,him,his,is,works
P02983,Mexico,Latin America,original_10,Diego,male,25,elementary school teacher,an,he,him,his,is,works
P02984,Mexico,Latin America,original_10,Diego,male,25,farmer,a,he,him,his,is,works
P02985,Mexico,Latin America,original_10,Diego,male,25,flight attendant,a,he,him,his,is,works
P02986,Mexico,Latin America,original_10,Diego,male,25,hairdresser,a,he,him,his,is,works
P02987,Mexico,Latin America,original_10,Diego,male,25,janitor,a,he,him,his,is,works
P02988,Mexico,Latin America,original_10,Diego,male,25,journalist,a,he,him,his,is,works
P02989,Mexico,Latin America,original_10,Diego,male,25,lawyer,a,he,him,his,is,works
P02990,Mexico,Latin America,original_10,Diego,male,25,mechanic,a,he,him,his,is,works
P02991,Mexico,Latin America,original_10,Diego,male,25,paramedic,a,he,him,his,is,works
P02992,Mexico,Latin America,original_10,Diego,male,25,pharmacist,a,he,him,his,is,works
P02993,Mexico,Latin America,original_10,Diego,male,25,plumber,a,he,him,his,is,works
P02994,Mexico,Latin America,original_10,Diego,male,25,police officer,a,he,him,his,is,works
P02995,Mexico,Latin America,original_10,Diego,male,25,real estate agent,a,he,him,his,is,works
P02996,Mexico,Latin America,original_10,Diego,male,25,registered nurse,a,he,him,his,is,works
P02997,Mexico,Latin America,original_10,Diego,male,25,social worker,a,he,him,his,is,works
P02998,Mexico,Latin America,original_10,Diego,male,25,truck driver,a,he,him,his,is,works
P02999,Mexico,Latin America,original_10,Diego,male,25,veterinarian,a,he,him,his,is,works
P03000,Mexico,Latin America,original_10,Diego,male,25,waiter,a,he,him,his,is,works
P03001,Mexico,Latin America,original_10,Diego,male,45,accountant,an,he,him,his,is,works
P03002,Mexico,Latin America,original_10,Diego,male,45,administrative assistant,an,he,him,his,is,works
P03003,Mexico,Latin America,original_10,Diego,male,45,architect,an,he,him,his,is,works
P03004,Mexico,Latin America,original_10,Diego,male,45,bank teller,a,he,him,his,is,works
P03005,Mexico,Latin America,original_10,Diego,male,45,business manager,a,he,him,his,is,works
P03006,Mexico,Latin America,original_10,Diego,male,45,cashier,a,he,him,his,is,works
P03007,Mexico,Latin America,original_10,Diego,male,45,chef,a,he,him,his,is,works
P03008,Mexico,Latin America,original_10,Diego,male,45,civil engineer,a,he,him,his,is,works
P03009,Mexico,Latin America,original_10,Diego,male,45,computer programmer,a,he,him,his,is,works
P03010,Mexico,Latin America,original_10,Diego,male,45,construction worker,a,he,him,his,is,works
P03011,Mexico,Latin America,original_10,Diego,male,45,doctor,a,he,him,his,is,works
P03012,Mexico,Latin America,original_10,Diego,male,45,electrician,an,he,him,his,is,works
P03013,Mexico,Latin America,original_10,Diego,male,45,elementary school teacher,an,he,him,his,is,works
P03014,Mexico,Latin America,original_10,Diego,male,45,farmer,a,he,him,his,is,works
P03015,Mexico,Latin America,original_10,Diego,male,45,flight attendant,a,he,him,his,is,works
P03016,Mexico,Latin America,original_10,Diego,male,45,hairdresser,a,he,him,his,is,works
P03017,Mexico,Latin America,original_10,Diego,male,45,janitor,a,he,him,his,is,works
P03018,Mexico,Latin America,original_10,Diego,male,45,journalist,a,he,him,his,is,works
P03019,Mexico,Latin America,original_10,Diego,male,45,lawyer,a,he,him,his,is,works
P03020,Mexico,Latin America,original_10,Diego,male,45,mechanic,a,he,him,his,is,works
P03021,Mexico,Latin America,original_10,Diego,male,45,paramedic,a,he,him,his,is,works
P03022,Mexico,Latin America,original_10,Diego,male,45,pharmacist,a,he,him,his,is,works
P03023,Mexico,Latin America,original_10,Diego,male,45,plumber,a,he,him,his,is,works
P03024,Mexico,Latin America,original_10,Diego,male,45,police officer,a,he,him,his,is,works
P03025,Mexico,Latin America,original_10,Diego,male,45,real estate agent,a,he,him,his,is,works
P03026,Mexico,Latin America,original_10,Diego,male,45,registered nurse,a,he,him,his,is,works
P03027,Mexico,Latin America,original_10,Diego,male,45,social worker,a,he,him,his,is,works
P03028,Mexico,Latin America,original_10,Diego,male,45,truck driver,a,he,him,his,is,works
P03029,Mexico,Latin America,original_10,Diego,male,45,veterinarian,a,he,him,his,is,works
P03030,Mexico,Latin America,original_10,Diego,male,45,waiter,a,he,him,his,is,works
P03031,Mexico,Latin America,original_10,Diego,male,65,accountant,an,he,him,his,is,works
P03032,Mexico,Latin America,original_10,Diego,male,65,administrative assistant,an,he,him,his,is,works
P03033,Mexico,Latin America,original_10,Diego,male,65,architect,an,he,him,his,is,works
P03034,Mexico,Latin America,original_10,Diego,male,65,bank teller,a,he,him,his,is,works
P03035,Mexico,Latin America,original_10,Diego,male,65,business manager,a,he,him,his,is,works
P03036,Mexico,Latin America,original_10,Diego,male,65,cashier,a,he,him,his,is,works
P03037,Mexico,Latin America,original_10,Diego,male,65,chef,a,he,him,his,is,works
P03038,Mexico,Latin America,original_10,Diego,male,65,civil engineer,a,he,him,his,is,works
P03039,Mexico,Latin America,original_10,Diego,male,65,computer programmer,a,he,him,his,is,works
P03040,Mexico,Latin America,original_10,Diego,male,65,construction worker,a,he,him,his,is,works
P03041,Mexico,Latin America,original_10,Diego,male,65,doctor,a,he,him,his,is,works
P03042,Mexico,Latin America,original_10,Diego,male,65,electrician,an,he,him,his,is,works
P03043,Mexico,Latin America,original_10,Diego,male,65,elementary school teacher,an,he,him,his,is,works
P03044,Mexico,Latin America,original_10,Diego,male,65,farmer,a,he,him,his,is,works
P03045,Mexico,Latin America,original_10,Diego,male,65,flight attendant,a,he,him,his,is,works
P03046,Mexico,Latin America,original_10,Diego,male,65,hairdresser,a,he,him,his,is,works
P03047,Mexico,Latin America,original_10,Diego,male,65,janitor,a,he,him,his,is,works
P03048,Mexico,Latin America,original_10,Diego,male,65,journalist,a,he,him,his,is,works
P03049,Mexico,Latin America,original_10,Diego,male,65,lawyer,a,he,him,his,is,works
P03050,Mexico,Latin America,original_10,Diego,male,65,mechanic,a,he,him,his,is,works
P03051,Mexico,Latin America,original_10,Diego,male,65,paramedic,a,he,him,his,is,works
P03052,Mexico,Latin America,original_10,Diego,male,65,pharmacist,a,he,him,his,is,works
P03053,Mexico,Latin America,original_10,Diego,male,65,plumber,a,he,him,his,is,works
P03054,Mexico,Latin America,original_10,Diego,male,65,police officer,a,he,him,his,is,works
P03055,Mexico,Latin America,original_10,Diego,male,65,real estate agent,a,he,him,his,is,works
P03056,Mexico,Latin America,original_10,Diego,male,65,registered nurse,a,he,him,his,is,works
P03057,Mexico,Latin America,original_10,Diego,male,65,social worker,a,he,him,his,is,works
P03058,Mexico,Latin America,original_10,Diego,male,65,truck driver,a,he,him,his,is,works
P03059,Mexico,Latin America,original_10,Diego,male,65,veterinarian,a,he,him,his,is,works
P03060,Mexico,Latin America,original_10,Diego,male,65,waiter,a,he,him,his,is,works
P03061,Mexico,Latin America,original_10,Valentina,female,25,accountant,an,she,her,her,is,works
P03062,Mexico,Latin America,original_10,Valentina,female,25,administrative assistant,an,she,her,her,is,works
P03063,Mexico,Latin America,original_10,Valentina,female,25,architect,an,she,her,her,is,works
P03064,Mexico,Latin America,original_10,Valentina,female,25,bank teller,a,she,her,her,is,works
P03065,Mexico,Latin America,original_10,Valentina,female,25,business manager,a,she,her,her,is,works
P03066,Mexico,Latin America,original_10,Valentina,female,25,cashier,a,she,her,her,is,works
P03067,Mexico,Latin America,original_10,Valentina,female,25,chef,a,she,her,her,is,works
P03068,Mexico,Latin America,original_10,Valentina,female,25,civil engineer,a,she,her,her,is,works
P03069,Mexico,Latin America,original_10,Valentina,female,25,computer programmer,a,she,her,her,is,works
P03070,Mexico,Latin America,original_10,Valentina,female,25,construction worker,a,she,her,her,is,works
P03071,Mexico,Latin America,original_10,Valentina,female,25,doctor,a,she,her,her,is,works
P03072,Mexico,Latin America,original_10,Valentina,female,25,electrician,an,she,her,her,is,works
P03073,Mexico,Latin America,original_10,Valentina,female,25,elementary school teacher,an,she,her,her,is,works
P03074,Mexico,Latin America,original_10,Valentina,female,25,farmer,a,she,her,her,is,works
P03075,Mexico,Latin America,original_10,Valentina,female,25,flight attendant,a,she,her,her,is,works
P03076,Mexico,Latin America,original_10,Valentina,female,25,hairdresser,a,she,her,her,is,works
P03077,Mexico,Latin America,original_10,Valentina,female,25,janitor,a,she,her,her,is,works
P03078,Mexico,Latin America,original_10,Valentina,female,25,journalist,a,she,her,her,is,works
P03079,Mexico,Latin America,original_10,Valentina,female,25,lawyer,a,she,her,her,is,works
P03080,Mexico,Latin America,original_10,Valentina,female,25,mechanic,a,she,her,her,is,works
P03081,Mexico,Latin America,original_10,Valentina,female,25,paramedic,a,she,her,her,is,works
P03082,Mexico,Latin America,original_10,Valentina,female,25,pharmacist,a,she,her,her,is,works
P03083,Mexico,Latin America,original_10,Valentina,female,25,plumber,a,she,her,her,is,works
P03084,Mexico,Latin America,original_10,Valentina,female,25,police officer,a,she,her,her,is,works
P03085,Mexico,Latin America,original_10,Valentina,female,25,real estate agent,a,she,her,her,is,works
P03086,Mexico,Latin America,original_10,Valentina,female,25,registered nurse,a,she,her,her,is,works
P03087,Mexico,Latin America,original_10,Valentina,female,25,social worker,a,she,her,her,is,works
P03088,Mexico,Latin America,original_10,Valentina,female,25,truck driver,a,she,her,her,is,works
P03089,Mexico,Latin America,original_10,Valentina,female,25,veterinarian,a,she,her,her,is,works
P03090,Mexico,Latin America,original_10,Valentina,female,25,waiter,a,she,her,her,is,works
P03091,Mexico,Latin America,original_10,Valentina,female,45,accountant,an,she,her,her,is,works
P03092,Mexico,Latin America,original_10,Valentina,female,45,administrative assistant,an,she,her,her,is,works
P03093,Mexico,Latin America,original_10,Valentina,female,45,architect,an,she,her,her,is,works
P03094,Mexico,Latin America,original_10,Valentina,female,45,bank teller,a,she,her,her,is,works
P03095,Mexico,Latin America,original_10,Valentina,female,45,business manager,a,she,her,her,is,works
P03096,Mexico,Latin America,original_10,Valentina,female,45,cashier,a,she,her,her,is,works
P03097,Mexico,Latin America,original_10,Valentina,female,45,chef,a,she,her,her,is,works
P03098,Mexico,Latin America,original_10,Valentina,female,45,civil engineer,a,she,her,her,is,works
P03099,Mexico,Latin America,original_10,Valentina,female,45,computer programmer,a,she,her,her,is,works
P03100,Mexico,Latin America,original_10,Valentina,female,45,construction worker,a,she,her,her,is,works
P03101,Mexico,Latin America,original_10,Valentina,female,45,doctor,a,she,her,her,is,works
P03102,Mexico,Latin America,original_10,Valentina,female,45,electrician,an,she,her,her,is,works
P03103,Mexico,Latin America,original_10,Valentina,female,45,elementary school teacher,an,she,her,her,is,works
P03104,Mexico,Latin America,original_10,Valentina,female,45,farmer,a,she,her,her,is,works
P03105,Mexico,Latin America,original_10,Valentina,female,45,flight attendant,a,she,her,her,is,works
P03106,Mexico,Latin America,original_10,Valentina,female,45,hairdresser,a,she,her,her,is,works
P03107,Mexico,Latin America,original_10,Valentina,female,45,janitor,a,she,her,her,is,works
P03108,Mexico,Latin America,original_10,Valentina,female,45,journalist,a,she,her,her,is,works
P03109,Mexico,Latin America,original_10,Valentina,female,45,lawyer,a,she,her,her,is,works
P03110,Mexico,Latin America,original_10,Valentina,female,45,mechanic,a,she,her,her,is,works
P03111,Mexico,Latin America,original_10,Valentina,female,45,paramedic,a,she,her,her,is,works
P03112,Mexico,Latin America,original_10,Valentina,female,45,pharmacist,a,she,her,her,is,works
P03113,Mexico,Latin America,original_10,Valentina,female,45,plumber,a,she,her,her,is,works
P03114,Mexico,Latin America,original_10,Valentina,female,45,police officer,a,she,her,her,is,works
P03115,Mexico,Latin America,original_10,Valentina,female,45,real estate agent,a,she,her,her,is,works
P03116,Mexico,Latin America,original_10,Valentina,female,45,registered nurse,a,she,her,her,is,works
P03117,Mexico,Latin America,original_10,Valentina,female,45,social worker,a,she,her,her,is,works
P03118,Mexico,Latin America,original_10,Valentina,female,45,truck driver,a,she,her,her,is,works
P03119,Mexico,Latin America,original_10,Valentina,female,45,veterinarian,a,she,her,her,is,works
P03120,Mexico,Latin America,original_10,Valentina,female,45,waiter,a,she,her,her,is,works
P03121,Mexico,Latin America,original_10,Valentina,female,65,accountant,an,she,her,her,is,works
P03122,Mexico,Latin America,original_10,Valentina,female,65,administrative assistant,an,she,her,her,is,works
P03123,Mexico,Latin America,original_10,Valentina,female,65,architect,an,she,her,her,is,works
P03124,Mexico,Latin America,original_10,Valentina,female,65,bank teller,a,she,her,her,is,works
P03125,Mexico,Latin America,original_10,Valentina,female,65,business manager,a,she,her,her,is,works
P03126,Mexico,Latin America,original_10,Valentina,female,65,cashier,a,she,her,her,is,works
P03127,Mexico,Latin America,original_10,Valentina,female,65,chef,a,she,her,her,is,works
P03128,Mexico,Latin America,original_10,Valentina,female,65,civil engineer,a,she,her,her,is,works
P03129,Mexico,Latin America,original_10,Valentina,female,65,computer programmer,a,she,her,her,is,works
P03130,Mexico,Latin America,original_10,Valentina,female,65,construction worker,a,she,her,her,is,works
P03131,Mexico,Latin America,original_10,Valentina,female,65,doctor,a,she,her,her,is,works
P03132,Mexico,Latin America,original_10,Valentina,female,65,electrician,an,she,her,her,is,works
P03133,Mexico,Latin America,original_10,Valentina,female,65,elementary school teacher,an,she,her,her,is,works
P03134,Mexico,Latin America,original_10,Valentina,female,65,farmer,a,she,her,her,is,works
P03135,Mexico,Latin America,original_10,Valentina,female,65,flight attendant,a,she,her,her,is,works
P03136,Mexico,Latin America,original_10,Valentina,female,65,hairdresser,a,she,her,her,is,works
P03137,Mexico,Latin America,original_10,Valentina,female,65,janitor,a,she,her,her,is,works
P03138,Mexico,Latin America,original_10,Valentina,female,65,journalist,a,she,her,her,is,works
P03139,Mexico,Latin America,original_10,Valentina,female,65,lawyer,a,she,her,her,is,works
P03140,Mexico,Latin America,original_10,Valentina,female,65,mechanic,a,she,her,her,is,works
P03141,Mexico,Latin America,original_10,Valentina,female,65,paramedic,a,she,her,her,is,works
P03142,Mexico,Latin America,original_10,Valentina,female,65,pharmacist,a,she,her,her,is,works
P03143,Mexico,Latin America,original_10,Valentina,female,65,plumber,a,she,her,her,is,works
P03144,Mexico,Latin America,original_10,Valentina,female,65,police officer,a,she,her,her,is,works
P03145,Mexico,Latin America,original_10,Valentina,female,65,real estate agent,a,she,her,her,is,works
P03146,Mexico,Latin America,original_10,Valentina,female,65,registered nurse,a,she,her,her,is,works
P03147,Mexico,Latin America,original_10,Valentina,female,65,social worker,a,she,her,her,is,works
P03148,Mexico,Latin America,original_10,Valentina,female,65,truck driver,a,she,her,her,is,works
P03149,Mexico,Latin America,original_10,Valentina,female,65,veterinarian,a,she,her,her,is,works
P03150,Mexico,Latin America,original_10,Valentina,female,65,waiter,a,she,her,her,is,works
P03151,Mexico,Latin America,original_10,Guadalupe,neutral,25,accountant,an,they,them,their,are,work
P03152,Mexico,Latin America,original_10,Guadalupe,neutral,25,administrative assistant,an,they,them,their,are,work
P03153,Mexico,Latin America,original_10,Guadalupe,neutral,25,architect,an,they,them,their,are,work
P03154,Mexico,Latin America,original_10,Guadalupe,neutral,25,bank teller,a,they,them,their,are,work
P03155,Mexico,Latin America,original_10,Guadalupe,neutral,25,business manager,a,they,them,their,are,work
P03156,Mexico,Latin America,original_10,Guadalupe,neutral,25,cashier,a,they,them,their,are,work
P03157,Mexico,Latin America,original_10,Guadalupe,neutral,25,chef,a,they,them,their,are,work
P03158,Mexico,Latin America,original_10,Guadalupe,neutral,25,civil engineer,a,they,them,their,are,work
P03159,Mexico,Latin America,original_10,Guadalupe,neutral,25,computer programmer,a,they,them,their,are,work
P03160,Mexico,Latin America,original_10,Guadalupe,neutral,25,construction worker,a,they,them,their,are,work
P03161,Mexico,Latin America,original_10,Guadalupe,neutral,25,doctor,a,they,them,their,are,work
P03162,Mexico,Latin America,original_10,Guadalupe,neutral,25,electrician,an,they,them,their,are,work
P03163,Mexico,Latin America,original_10,Guadalupe,neutral,25,elementary school teacher,an,they,them,their,are,work
P03164,Mexico,Latin America,original_10,Guadalupe,neutral,25,farmer,a,they,them,their,are,work
P03165,Mexico,Latin America,original_10,Guadalupe,neutral,25,flight attendant,a,they,them,their,are,work
P03166,Mexico,Latin America,original_10,Guadalupe,neutral,25,hairdresser,a,they,them,their,are,work
P03167,Mexico,Latin America,original_10,Guadalupe,neutral,25,janitor,a,they,them,their,are,work
P03168,Mexico,Latin America,original_10,Guadalupe,neutral,25,journalist,a,they,them,their,are,work
P03169,Mexico,Latin America,original_10,Guadalupe,neutral,25,lawyer,a,they,them,their,are,work
P03170,Mexico,Latin America,original_10,Guadalupe,neutral,25,mechanic,a,they,them,their,are,work
P03171,Mexico,Latin America,original_10,Guadalupe,neutral,25,paramedic,a,they,them,their,are,work
P03172,Mexico,Latin America,original_10,Guadalupe,neutral,25,pharmacist,a,they,them,their,are,work
P03173,Mexico,Latin America,original_10,Guadalupe,neutral,25,plumber,a,they,them,their,are,work
P03174,Mexico,Latin America,original_10,Guadalupe,neutral,25,police officer,a,they,them,their,are,work
P03175,Mexico,Latin America,original_10,Guadalupe,neutral,25,real estate agent,a,they,them,their,are,work
P03176,Mexico,Latin America,original_10,Guadalupe,neutral,25,registered nurse,a,they,them,their,are,work
P03177,Mexico,Latin America,original_10,Guadalupe,neutral,25,social worker,a,they,them,their,are,work
P03178,Mexico,Latin America,original_10,Guadalupe,neutral,25,truck driver,a,they,them,their,are,work
P03179,Mexico,Latin America,original_10,Guadalupe,neutral,25,veterinarian,a,they,them,their,are,work
P03180,Mexico,Latin America,original_10,Guadalupe,neutral,25,waiter,a,they,them,their,are,work
P03181,Mexico,Latin America,original_10,Guadalupe,neutral,45,accountant,an,they,them,their,are,work
P03182,Mexico,Latin America,original_10,Guadalupe,neutral,45,administrative assistant,an,they,them,their,are,work
P03183,Mexico,Latin America,original_10,Guadalupe,neutral,45,architect,an,they,them,their,are,work
P03184,Mexico,Latin America,original_10,Guadalupe,neutral,45,bank teller,a,they,them,their,are,work
P03185,Mexico,Latin America,original_10,Guadalupe,neutral,45,business manager,a,they,them,their,are,work
P03186,Mexico,Latin America,original_10,Guadalupe,neutral,45,cashier,a,they,them,their,are,work
P03187,Mexico,Latin America,original_10,Guadalupe,neutral,45,chef,a,they,them,their,are,work
P03188,Mexico,Latin America,original_10,Guadalupe,neutral,45,civil engineer,a,they,them,their,are,work
P03189,Mexico,Latin America,original_10,Guadalupe,neutral,45,computer programmer,a,they,them,their,are,work
P03190,Mexico,Latin America,original_10,Guadalupe,neutral,45,construction worker,a,they,them,their,are,work
P03191,Mexico,Latin America,original_10,Guadalupe,neutral,45,doctor,a,they,them,their,are,work
P03192,Mexico,Latin America,original_10,Guadalupe,neutral,45,electrician,an,they,them,their,are,work
P03193,Mexico,Latin America,original_10,Guadalupe,neutral,45,elementary school teacher,an,they,them,their,are,work
P03194,Mexico,Latin America,original_10,Guadalupe,neutral,45,farmer,a,they,them,their,are,work
P03195,Mexico,Latin America,original_10,Guadalupe,neutral,45,flight attendant,a,they,them,their,are,work
P03196,Mexico,Latin America,original_10,Guadalupe,neutral,45,hairdresser,a,they,them,their,are,work
P03197,Mexico,Latin America,original_10,Guadalupe,neutral,45,janitor,a,they,them,their,are,work
P03198,Mexico,Latin America,original_10,Guadalupe,neutral,45,journalist,a,they,them,their,are,work
P03199,Mexico,Latin America,original_10,Guadalupe,neutral,45,lawyer,a,they,them,their,are,work
P03200,Mexico,Latin America,original_10,Guadalupe,neutral,45,mechanic,a,they,them,their,are,work
