persona_id,country,profession,gender,age,topic,mean_rating,sd_across_models,consensus_rank,rating_llama,rating_gemma,rating_qwen,rating_ministral
P04750,South Korea,construction worker,female,65,economic redistribution,3.75,0.5,14569,4,4,4.0,3.0
P04239,Poland,computer programmer,neutral,25,gender equality,4.25,0.5,14570,4,5,4.0,4.0
P04239,Poland,computer programmer,neutral,25,immigration,3.25,0.5,14571,3,4,3.0,3.0
P04276,Poland,hairdresser,neutral,45,trust in government,2.75,0.5,14572,3,2,3.0,3.0
P04276,Poland,hairdresser,neutral,45,religion and secularism,2.75,0.5,14573,2,3,3.0,3.0
P04276,Poland,hairdresser,neutral,45,lgbtq rights,4.25,0.5,14574,4,5,4.0,4.0
P04276,Poland,hairdresser,neutral,45,gender equality,4.25,0.5,14575,4,5,4.0,4.0
P04276,Poland,hairdresser,neutral,45,climate change,3.75,0.5,14576,4,4,3.0,4.0
P04275,Poland,flight attendant,neutral,45,trust in government,2.75,0.5,14577,3,2,3.0,3.0
P04275,Poland,flight attendant,neutral,45,religion and secularism,2.75,0.5,14578,2,3,3.0,3.0
P04275,Poland,flight attendant,neutral,45,lgbtq rights,4.25,0.5,14579,4,5,4.0,4.0
P04275,Poland,flight attendant,neutral,45,gender equality,4.25,0.5,14580,4,5,4.0,4.0
P04300,Poland,construction worker,neutral,65,religion and secularism,2.75,0.5,14581,2,3,3.0,3.0
P04300,Poland,construction worker,neutral,65,trust in government,2.75,0.5,14582,3,2,3.0,3.0
P04744,South Korea,bank teller,female,65,lgbtq rights,3.25,0.5,14583,4,3,3.0,3.0
P04274,Poland,farmer,neutral,45,trust in government,2.75,0.5,14584,3,2,3.0,3.0
P04739,South Korea,veterinarian,female,45,gender equality,4.75,0.5,14585,5,5,5.0,4.0
P04274,Poland,farmer,neutral,45,lgbtq rights,3.75,0.5,14586,4,4,4.0,3.0
P04277,Poland,janitor,neutral,45,gender equality,4.25,0.5,14587,4,5,4.0,4.0
P04277,Poland,janitor,neutral,45,immigration,3.25,0.5,14588,3,4,3.0,3.0
P04277,Poland,janitor,neutral,45,religion and secularism,2.75,0.5,14589,2,3,3.0,3.0
P04743,South Korea,architect,female,65,economic redistribution,3.75,0.5,14590,4,4,4.0,3.0
P04299,Poland,computer programmer,neutral,65,religion and secularism,2.75,0.5,14591,2,3,3.0,3.0
P04280,Poland,mechanic,neutral,45,trust in government,2.75,0.5,14592,3,2,3.0,3.0
P04280,Poland,mechanic,neutral,45,religion and secularism,2.75,0.5,14593,2,3,3.0,3.0
P04743,South Korea,architect,female,65,lgbtq rights,3.75,0.5,14594,4,4,4.0,3.0
P04280,Poland,mechanic,neutral,45,immigration,3.25,0.5,14595,3,4,3.0,3.0
P04280,Poland,mechanic,neutral,45,gender equality,4.25,0.5,14596,4,5,4.0,4.0
P04280,Poland,mechanic,neutral,45,climate change,3.75,0.5,14597,4,4,3.0,4.0
P04274,Poland,farmer,neutral,45,gender equality,4.25,0.5,14598,4,5,4.0,4.0
P04279,Poland,lawyer,neutral,45,economic redistribution,3.75,0.5,14599,4,4,4.0,3.0
P04279,Poland,lawyer,neutral,45,lgbtq rights,4.25,0.5,14600,4,5,4.0,4.0
P04279,Poland,lawyer,neutral,45,gender equality,4.25,0.5,14601,4,5,4.0,4.0
P04299,Poland,computer programmer,neutral,65,trust in government,2.75,0.5,14602,3,2,3.0,3.0
P04278,Poland,journalist,neutral,45,economic redistribution,3.75,0.5,14603,4,4,4.0,3.0
P04278,Poland,journalist,neutral,45,lgbtq rights,4.25,0.5,14604,4,5,4.0,4.0
P04278,Poland,journalist,neutral,45,gender equality,4.25,0.5,14605,4,5,4.0,4.0
P04300,Poland,construction worker,neutral,65,gender equality,4.25,0.5,14606,4,5,4.0,4.0
P04279,Poland,lawyer,neutral,45,religion and secularism,2.75,0.5,14607,2,3,3.0,3.0
P04281,Poland,paramedic,neutral,45,gender equality,4.25,0.5,14608,4,5,4.0,4.0
P04274,Poland,farmer,neutral,45,climate change,3.75,0.5,14609,4,4,3.0,4.0
P04301,Poland,doctor,neutral,65,gender equality,4.25,0.5,14610,4,5,4.0,4.0
P04270,Poland,construction worker,neutral,45,climate change,3.75,0.5,14611,4,4,3.0,4.0
P04269,Poland,computer programmer,neutral,45,lgbtq rights,4.25,0.5,14612,4,5,4.0,4.0
P04269,Poland,computer programmer,neutral,45,gender equality,4.25,0.5,14613,4,5,4.0,4.0
P04268,Poland,civil engineer,neutral,45,trust in government,2.75,0.5,14614,3,2,3.0,3.0
P04268,Poland,civil engineer,neutral,45,religion and secularism,2.75,0.5,14615,2,3,3.0,3.0
P04268,Poland,civil engineer,neutral,45,lgbtq rights,4.25,0.5,14616,4,5,4.0,4.0
P04268,Poland,civil engineer,neutral,45,gender equality,4.25,0.5,14617,4,5,4.0,4.0
P04301,Poland,doctor,neutral,65,economic redistribution,3.75,0.5,14618,4,4,4.0,3.0
P04267,Poland,chef,neutral,45,trust in government,2.75,0.5,14619,3,2,3.0,3.0
P04267,Poland,chef,neutral,45,religion and secularism,2.75,0.5,14620,2,3,3.0,3.0
P04267,Poland,chef,neutral,45,lgbtq rights,4.25,0.5,14621,4,5,4.0,4.0
P04267,Poland,chef,neutral,45,gender equality,4.25,0.5,14622,4,5,4.0,4.0
P04301,Poland,doctor,neutral,65,trust in government,2.75,0.5,14623,3,2,3.0,3.0
P04302,Poland,electrician,neutral,65,climate change,3.75,0.5,14624,4,4,3.0,4.0
P04266,Poland,cashier,neutral,45,trust in government,2.75,0.5,14625,3,2,3.0,3.0
P04270,Poland,construction worker,neutral,45,gender equality,4.25,0.5,14626,4,5,4.0,4.0
P04270,Poland,construction worker,neutral,45,lgbtq rights,3.75,0.5,14627,4,4,4.0,3.0
P04270,Poland,construction worker,neutral,45,religion and secularism,2.75,0.5,14628,2,3,3.0,3.0
P04270,Poland,construction worker,neutral,45,trust in government,2.75,0.5,14629,3,2,3.0,3.0
P04273,Poland,elementary school teacher,neutral,45,religion and secularism,2.75,0.5,14630,2,3,3.0,3.0
P04273,Poland,elementary school teacher,neutral,45,lgbtq rights,4.25,0.5,14631,4,5,4.0,4.0
P04273,Poland,elementary school teacher,neutral,45,gender equality,4.25,0.5,14632,4,5,4.0,4.0
P04301,Poland,doctor,neutral,65,lgbtq rights,4.25,0.5,14633,4,5,4.0,4.0
P04272,Poland,electrician,neutral,45,trust in government,2.75,0.5,14634,3,2,3.0,3.0
P04272,Poland,electrician,neutral,45,religion and secularism,2.75,0.5,14635,2,3,3.0,3.0
P04272,Poland,electrician,neutral,45,lgbtq rights,4.25,0.5,14636,4,5,4.0,4.0
P04273,Poland,elementary school teacher,neutral,45,trust in government,2.75,0.5,14637,3,2,3.0,3.0
P04272,Poland,electrician,neutral,45,gender equality,4.25,0.5,14638,4,5,4.0,4.0
P04271,Poland,doctor,neutral,45,trust in government,2.75,0.5,14639,3,2,3.0,3.0
P04271,Poland,doctor,neutral,45,economic redistribution,3.75,0.5,14640,4,4,4.0,3.0
P04271,Poland,doctor,neutral,45,religion and secularism,2.75,0.5,14641,2,3,3.0,3.0
P04301,Poland,doctor,neutral,65,religion and secularism,2.75,0.5,14642,2,3,3.0,3.0
P04271,Poland,doctor,neutral,45,lgbtq rights,4.25,0.5,14643,4,5,4.0,4.0
P04271,Poland,doctor,neutral,45,gender equality,4.25,0.5,14644,4,5,4.0,4.0
P04745,South Korea,business manager,female,65,immigration,3.75,0.5,14645,4,4,4.0,3.0
P04272,Poland,electrician,neutral,45,climate change,3.75,0.5,14646,4,4,3.0,4.0
P04266,Poland,cashier,neutral,45,religion and secularism,2.75,0.5,14647,2,3,3.0,3.0
P04281,Poland,paramedic,neutral,45,lgbtq rights,4.25,0.5,14648,4,5,4.0,4.0
P04299,Poland,computer programmer,neutral,65,lgbtq rights,4.25,0.5,14649,4,5,4.0,4.0
P04741,South Korea,accountant,female,65,lgbtq rights,3.25,0.5,14650,4,3,3.0,3.0
P04292,Poland,administrative assistant,neutral,65,gender equality,4.25,0.5,14651,4,5,4.0,4.0
P04292,Poland,administrative assistant,neutral,65,climate change,3.75,0.5,14652,4,4,3.0,4.0
P04291,Poland,accountant,neutral,65,trust in government,2.75,0.5,14653,3,2,3.0,3.0
P04291,Poland,accountant,neutral,65,religion and secularism,2.75,0.5,14654,2,3,3.0,3.0
P04291,Poland,accountant,neutral,65,gender equality,4.25,0.5,14655,4,5,4.0,4.0
P04297,Poland,chef,neutral,65,trust in government,2.75,0.5,14656,3,2,3.0,3.0
P04291,Poland,accountant,neutral,65,climate change,3.75,0.5,14657,4,4,3.0,4.0
P04290,Poland,waiter,neutral,45,trust in government,2.75,0.5,14658,3,2,3.0,3.0
P04290,Poland,waiter,neutral,45,religion and secularism,2.75,0.5,14659,2,3,3.0,3.0
P04290,Poland,waiter,neutral,45,lgbtq rights,4.25,0.5,14660,4,5,4.0,4.0
P04290,Poland,waiter,neutral,45,gender equality,4.25,0.5,14661,4,5,4.0,4.0
P04290,Poland,waiter,neutral,45,climate change,3.75,0.5,14662,4,4,3.0,4.0
P04289,Poland,veterinarian,neutral,45,trust in government,2.75,0.5,14663,3,2,3.0,3.0
P04289,Poland,veterinarian,neutral,45,religion and secularism,2.75,0.5,14664,2,3,3.0,3.0
P04739,South Korea,veterinarian,female,45,economic redistribution,3.75,0.5,14665,4,4,4.0,3.0
P04292,Poland,administrative assistant,neutral,65,trust in government,2.75,0.5,14666,3,2,3.0,3.0
P04297,Poland,chef,neutral,65,gender equality,4.25,0.5,14667,4,5,4.0,4.0
P04293,Poland,architect,neutral,65,gender equality,4.25,0.5,14668,4,5,4.0,4.0
P04296,Poland,cashier,neutral,65,climate change,3.75,0.5,14669,4,4,3.0,4.0
P04295,Poland,business manager,neutral,65,trust in government,2.75,0.5,14670,3,2,3.0,3.0
P04295,Poland,business manager,neutral,65,religion and secularism,2.75,0.5,14671,2,3,3.0,3.0
P04296,Poland,cashier,neutral,65,lgbtq rights,3.75,0.5,14672,4,4,4.0,3.0
P04295,Poland,business manager,neutral,65,gender equality,4.25,0.5,14673,4,5,4.0,4.0
P04739,South Korea,veterinarian,female,45,trust in government,2.75,0.5,14674,3,2,3.0,3.0
P04294,Poland,bank teller,neutral,65,trust in government,2.75,0.5,14675,3,2,3.0,3.0
P04289,Poland,veterinarian,neutral,45,lgbtq rights,4.25,0.5,14676,4,5,4.0,4.0
P04296,Poland,cashier,neutral,65,trust in government,2.75,0.5,14677,3,2,3.0,3.0
P04294,Poland,bank teller,neutral,65,lgbtq rights,3.75,0.5,14678,4,4,4.0,3.0
P04294,Poland,bank teller,neutral,65,gender equality,4.25,0.5,14679,4,5,4.0,4.0
P04294,Poland,bank teller,neutral,65,climate change,3.75,0.5,14680,4,4,3.0,4.0
P04293,Poland,architect,neutral,65,trust in government,2.75,0.5,14681,3,2,3.0,3.0
P04740,South Korea,waiter,female,45,trust in government,2.75,0.5,14682,3,2,3.0,3.0
P04293,Poland,architect,neutral,65,religion and secularism,2.75,0.5,14683,2,3,3.0,3.0
P04293,Poland,architect,neutral,65,lgbtq rights,4.25,0.5,14684,4,5,4.0,4.0
P04297,Poland,chef,neutral,65,climate change,3.75,0.5,14685,4,4,3.0,4.0
P04281,Poland,paramedic,neutral,45,religion and secularism,2.75,0.5,14686,2,3,3.0,3.0
P04289,Poland,veterinarian,neutral,45,gender equality,4.25,0.5,14687,4,5,4.0,4.0
P04288,Poland,truck driver,neutral,45,trust in government,2.75,0.5,14688,3,2,3.0,3.0
P04284,Poland,police officer,neutral,45,religion and secularism,2.75,0.5,14689,2,3,3.0,3.0
P04284,Poland,police officer,neutral,45,lgbtq rights,3.75,0.5,14690,4,4,4.0,3.0
P04284,Poland,police officer,neutral,45,gender equality,4.25,0.5,14691,4,5,4.0,4.0
P04298,Poland,civil engineer,neutral,65,trust in government,2.75,0.5,14692,3,2,3.0,3.0
P04283,Poland,plumber,neutral,45,trust in government,2.75,0.5,14693,3,2,3.0,3.0
P04283,Poland,plumber,neutral,45,religion and secularism,2.75,0.5,14694,2,3,3.0,3.0
P04742,South Korea,administrative assistant,female,65,trust in government,3.25,0.5,14695,4,3,3.0,3.0
P04299,Poland,computer programmer,neutral,65,climate change,3.75,0.5,14696,4,4,3.0,4.0
P04283,Poland,plumber,neutral,45,gender equality,4.25,0.5,14697,4,5,4.0,4.0
P04283,Poland,plumber,neutral,45,climate change,3.75,0.5,14698,4,4,3.0,4.0
P04282,Poland,pharmacist,neutral,45,trust in government,2.75,0.5,14699,3,2,3.0,3.0
P04282,Poland,pharmacist,neutral,45,religion and secularism,2.75,0.5,14700,2,3,3.0,3.0
P04282,Poland,pharmacist,neutral,45,lgbtq rights,4.25,0.5,14701,4,5,4.0,4.0
P04282,Poland,pharmacist,neutral,45,gender equality,4.25,0.5,14702,4,5,4.0,4.0
P04299,Poland,computer programmer,neutral,65,gender equality,4.25,0.5,14703,4,5,4.0,4.0
P04284,Poland,police officer,neutral,45,economic redistribution,3.25,0.5,14704,4,3,3.0,3.0
P04284,Poland,police officer,neutral,45,trust in government,2.75,0.5,14705,3,2,3.0,3.0
P04285,Poland,real estate agent,neutral,45,climate change,3.75,0.5,14706,4,4,3.0,4.0
P04285,Poland,real estate agent,neutral,45,gender equality,4.25,0.5,14707,4,5,4.0,4.0
P04288,Poland,truck driver,neutral,45,lgbtq rights,3.75,0.5,14708,4,4,4.0,3.0
P04288,Poland,truck driver,neutral,45,gender equality,4.25,0.5,14709,4,5,4.0,4.0
P04287,Poland,social worker,neutral,45,economic redistribution,3.75,0.5,14710,4,4,4.0,3.0
P04287,Poland,social worker,neutral,45,religion and secularism,2.75,0.5,14711,2,3,3.0,3.0
P04287,Poland,social worker,neutral,45,gender equality,4.25,0.5,14712,4,5,4.0,4.0
P04298,Poland,civil engineer,neutral,65,gender equality,4.25,0.5,14713,4,5,4.0,4.0
P04742,South Korea,administrative assistant,female,65,lgbtq rights,3.25,0.5,14714,4,3,3.0,3.0
P04741,South Korea,accountant,female,65,trust in government,3.25,0.5,14715,4,3,3.0,3.0
P04286,Poland,registered nurse,neutral,45,trust in government,2.75,0.5,14716,3,2,3.0,3.0
P04286,Poland,registered nurse,neutral,45,lgbtq rights,4.25,0.5,14717,4,5,4.0,4.0
P04286,Poland,registered nurse,neutral,45,gender equality,4.25,0.5,14718,4,5,4.0,4.0
P04739,South Korea,veterinarian,female,45,immigration,3.75,0.5,14719,4,4,3.0,4.0
P04285,Poland,real estate agent,neutral,45,trust in government,2.75,0.5,14720,3,2,3.0,3.0
P04298,Poland,civil engineer,neutral,65,religion and secularism,2.75,0.5,14721,2,3,3.0,3.0
P04285,Poland,real estate agent,neutral,45,religion and secularism,2.75,0.5,14722,2,3,3.0,3.0
P04285,Poland,real estate agent,neutral,45,lgbtq rights,4.25,0.5,14723,4,5,4.0,4.0
P04286,Poland,registered nurse,neutral,45,religion and secularism,2.75,0.5,14724,2,3,3.0,3.0
P04174,Poland,bank teller,female,45,economic redistribution,3.25,0.5,14725,4,3,3.0,3.0
P04266,Poland,cashier,neutral,45,lgbtq rights,4.25,0.5,14726,4,5,4.0,4.0
P04266,Poland,cashier,neutral,45,gender equality,4.25,0.5,14727,4,5,4.0,4.0
P04748,South Korea,civil engineer,female,65,lgbtq rights,3.25,0.5,14728,4,3,3.0,3.0
P04248,Poland,journalist,neutral,25,lgbtq rights,4.25,0.5,14729,4,5,4.0,4.0
P04248,Poland,journalist,neutral,25,immigration,3.25,0.5,14730,3,4,3.0,3.0
P04248,Poland,journalist,neutral,25,gender equality,4.25,0.5,14731,4,5,4.0,4.0
P04304,Poland,farmer,neutral,65,climate change,3.75,0.5,14732,4,4,3.0,4.0
P04304,Poland,farmer,neutral,65,gender equality,4.25,0.5,14733,4,5,4.0,4.0
P04247,Poland,janitor,neutral,25,religion and secularism,2.75,0.5,14734,2,3,3.0,3.0
P04247,Poland,janitor,neutral,25,lgbtq rights,4.25,0.5,14735,4,5,4.0,4.0
P04247,Poland,janitor,neutral,25,immigration,3.25,0.5,14736,3,4,3.0,3.0
P04247,Poland,janitor,neutral,25,gender equality,4.25,0.5,14737,4,5,4.0,4.0
P04247,Poland,janitor,neutral,25,climate change,3.75,0.5,14738,4,4,3.0,4.0
P04246,Poland,hairdresser,neutral,25,trust in government,2.75,0.5,14739,3,2,3.0,3.0
P04246,Poland,hairdresser,neutral,25,religion and secularism,2.75,0.5,14740,2,3,3.0,3.0
P04246,Poland,hairdresser,neutral,25,lgbtq rights,4.25,0.5,14741,4,5,4.0,4.0
P04246,Poland,hairdresser,neutral,25,immigration,3.25,0.5,14742,3,4,3.0,3.0
P04249,Poland,lawyer,neutral,25,gender equality,4.25,0.5,14743,4,5,4.0,4.0
P04738,South Korea,truck driver,female,45,trust in government,2.75,0.5,14744,3,2,3.0,3.0
P04249,Poland,lawyer,neutral,25,religion and secularism,2.75,0.5,14745,2,3,3.0,3.0
P04250,Poland,mechanic,neutral,25,climate change,3.75,0.5,14746,4,4,3.0,4.0
P04252,Poland,pharmacist,neutral,25,trust in government,2.75,0.5,14747,3,2,3.0,3.0
P04252,Poland,pharmacist,neutral,25,religion and secularism,2.75,0.5,14748,2,3,3.0,3.0
P04252,Poland,pharmacist,neutral,25,lgbtq rights,4.25,0.5,14749,4,5,4.0,4.0
P04252,Poland,pharmacist,neutral,25,immigration,3.25,0.5,14750,3,4,3.0,3.0
P04252,Poland,pharmacist,neutral,25,gender equality,4.25,0.5,14751,4,5,4.0,4.0
P04747,South Korea,chef,female,65,economic redistribution,3.75,0.5,14752,4,4,4.0,3.0
P04251,Poland,paramedic,neutral,25,religion and secularism,2.75,0.5,14753,2,3,3.0,3.0
P04246,Poland,hairdresser,neutral,25,gender equality,4.25,0.5,14754,4,5,4.0,4.0
P04251,Poland,paramedic,neutral,25,lgbtq rights,4.25,0.5,14755,4,5,4.0,4.0
P04251,Poland,paramedic,neutral,25,gender equality,4.25,0.5,14756,4,5,4.0,4.0
P04303,Poland,elementary school teacher,neutral,65,trust in government,2.75,0.5,14757,3,2,3.0,3.0
P04250,Poland,mechanic,neutral,25,trust in government,2.75,0.5,14758,3,2,3.0,3.0
P04250,Poland,mechanic,neutral,25,religion and secularism,2.75,0.5,14759,2,3,3.0,3.0
P04250,Poland,mechanic,neutral,25,lgbtq rights,4.25,0.5,14760,4,5,4.0,4.0
P04250,Poland,mechanic,neutral,25,immigration,3.25,0.5,14761,3,4,3.0,3.0
P04250,Poland,mechanic,neutral,25,gender equality,4.25,0.5,14762,4,5,4.0,4.0
P04251,Poland,paramedic,neutral,25,immigration,3.25,0.5,14763,3,4,3.0,3.0
P04253,Poland,plumber,neutral,25,climate change,3.75,0.5,14764,4,4,3.0,4.0
P04246,Poland,hairdresser,neutral,25,climate change,3.75,0.5,14765,4,4,3.0,4.0
P04245,Poland,flight attendant,neutral,25,religion and secularism,2.75,0.5,14766,2,3,3.0,3.0
P04242,Poland,electrician,neutral,25,gender equality,4.25,0.5,14767,4,5,4.0,4.0
P04305,Poland,flight attendant,neutral,65,gender equality,4.25,0.5,14768,4,5,4.0,4.0
P04241,Poland,doctor,neutral,25,trust in government,2.75,0.5,14769,3,2,3.0,3.0
P04241,Poland,doctor,neutral,25,religion and secularism,2.75,0.5,14770,2,3,3.0,3.0
P04241,Poland,doctor,neutral,25,gender equality,4.25,0.5,14771,4,5,4.0,4.0
P04305,Poland,flight attendant,neutral,65,lgbtq rights,4.25,0.5,14772,4,5,4.0,4.0
P04750,South Korea,construction worker,female,65,lgbtq rights,3.25,0.5,14773,4,3,3.0,3.0
P04240,Poland,construction worker,neutral,25,trust in government,2.75,0.5,14774,3,2,3.0,3.0
P04240,Poland,construction worker,neutral,25,religion and secularism,2.75,0.5,14775,2,3,3.0,3.0
P04240,Poland,construction worker,neutral,25,lgbtq rights,4.25,0.5,14776,4,5,4.0,4.0
P04240,Poland,construction worker,neutral,25,immigration,3.25,0.5,14777,3,4,3.0,3.0
P04240,Poland,construction worker,neutral,25,gender equality,4.25,0.5,14778,4,5,4.0,4.0
P04240,Poland,construction worker,neutral,25,climate change,3.75,0.5,14779,4,4,3.0,4.0
P04239,Poland,computer programmer,neutral,25,lgbtq rights,4.25,0.5,14780,4,5,4.0,4.0
P04305,Poland,flight attendant,neutral,65,religion and secularism,2.75,0.5,14781,2,3,3.0,3.0
P04242,Poland,electrician,neutral,25,immigration,3.25,0.5,14782,3,4,3.0,3.0
P04242,Poland,electrician,neutral,25,lgbtq rights,4.25,0.5,14783,4,5,4.0,4.0
P04242,Poland,electrician,neutral,25,religion and secularism,2.75,0.5,14784,2,3,3.0,3.0
P04242,Poland,electrician,neutral,25,trust in government,2.75,0.5,14785,3,2,3.0,3.0
P04748,South Korea,civil engineer,female,65,economic redistribution,3.75,0.5,14786,4,4,4.0,3.0
P04245,Poland,flight attendant,neutral,25,lgbtq rights,4.25,0.5,14787,4,5,4.0,4.0
P04245,Poland,flight attendant,neutral,25,immigration,3.25,0.5,14788,3,4,3.0,3.0
P04245,Poland,flight attendant,neutral,25,gender equality,4.25,0.5,14789,4,5,4.0,4.0
P04748,South Korea,civil engineer,female,65,trust in government,3.25,0.5,14790,4,3,3.0,3.0
P04244,Poland,farmer,neutral,25,trust in government,2.75,0.5,14791,3,2,3.0,3.0
P04244,Poland,farmer,neutral,25,lgbtq rights,4.25,0.5,14792,4,5,4.0,4.0
P04245,Poland,flight attendant,neutral,25,trust in government,2.75,0.5,14793,3,2,3.0,3.0
P04304,Poland,farmer,neutral,65,trust in government,2.75,0.5,14794,3,2,3.0,3.0
P04244,Poland,farmer,neutral,25,gender equality,4.25,0.5,14795,4,5,4.0,4.0
P04243,Poland,elementary school teacher,neutral,25,trust in government,2.75,0.5,14796,3,2,3.0,3.0
P04243,Poland,elementary school teacher,neutral,25,religion and secularism,2.75,0.5,14797,2,3,3.0,3.0
P04243,Poland,elementary school teacher,neutral,25,lgbtq rights,4.25,0.5,14798,4,5,4.0,4.0
P04738,South Korea,truck driver,female,45,lgbtq rights,3.25,0.5,14799,4,3,3.0,3.0
P04243,Poland,elementary school teacher,neutral,25,gender equality,4.25,0.5,14800,4,5,4.0,4.0
P04749,South Korea,computer programmer,female,65,lgbtq rights,3.75,0.5,14801,4,4,4.0,3.0
P04244,Poland,farmer,neutral,25,immigration,3.25,0.5,14802,3,4,3.0,3.0
P04266,Poland,cashier,neutral,45,immigration,3.25,0.5,14803,3,4,3.0,3.0
P04303,Poland,elementary school teacher,neutral,65,religion and secularism,2.75,0.5,14804,2,3,3.0,3.0
P04253,Poland,plumber,neutral,25,immigration,3.25,0.5,14805,3,4,3.0,3.0
P04262,Poland,administrative assistant,neutral,45,lgbtq rights,4.25,0.5,14806,4,5,4.0,4.0
P04262,Poland,administrative assistant,neutral,45,immigration,3.25,0.5,14807,3,4,3.0,3.0
P04262,Poland,administrative assistant,neutral,45,gender equality,4.25,0.5,14808,4,5,4.0,4.0
P04262,Poland,administrative assistant,neutral,45,climate change,3.75,0.5,14809,4,4,3.0,4.0
P04261,Poland,accountant,neutral,45,trust in government,2.75,0.5,14810,3,2,3.0,3.0
P04261,Poland,accountant,neutral,45,religion and secularism,2.75,0.5,14811,2,3,3.0,3.0
P04261,Poland,accountant,neutral,45,lgbtq rights,4.25,0.5,14812,4,5,4.0,4.0
P04261,Poland,accountant,neutral,45,gender equality,4.25,0.5,14813,4,5,4.0,4.0
P04261,Poland,accountant,neutral,45,climate change,3.75,0.5,14814,4,4,3.0,4.0
P04260,Poland,waiter,neutral,25,trust in government,2.75,0.5,14815,3,2,3.0,3.0
P04260,Poland,waiter,neutral,25,religion and secularism,2.75,0.5,14816,2,3,3.0,3.0
P04260,Poland,waiter,neutral,25,lgbtq rights,4.25,0.5,14817,4,5,4.0,4.0
P04260,Poland,waiter,neutral,25,immigration,3.25,0.5,14818,3,4,3.0,3.0
P04260,Poland,waiter,neutral,25,gender equality,4.25,0.5,14819,4,5,4.0,4.0
P04260,Poland,waiter,neutral,25,climate change,3.75,0.5,14820,4,4,3.0,4.0
P04262,Poland,administrative assistant,neutral,45,religion and secularism,2.75,0.5,14821,2,3,3.0,3.0
P04262,Poland,administrative assistant,neutral,45,trust in government,2.75,0.5,14822,3,2,3.0,3.0
P04302,Poland,electrician,neutral,65,lgbtq rights,3.75,0.5,14823,4,4,4.0,3.0
P04263,Poland,architect,neutral,45,gender equality,4.25,0.5,14824,4,5,4.0,4.0
P04266,Poland,cashier,neutral,45,climate change,3.75,0.5,14825,4,4,3.0,4.0
P04745,South Korea,business manager,female,65,trust in government,3.25,0.5,14826,4,3,3.0,3.0
P04265,Poland,business manager,neutral,45,trust in government,2.75,0.5,14827,3,2,3.0,3.0
P04265,Poland,business manager,neutral,45,religion and secularism,2.75,0.5,14828,2,3,3.0,3.0
P04265,Poland,business manager,neutral,45,lgbtq rights,4.25,0.5,14829,4,5,4.0,4.0
P04265,Poland,business manager,neutral,45,gender equality,4.25,0.5,14830,4,5,4.0,4.0
P04746,South Korea,cashier,female,65,climate change,3.75,0.5,14831,4,4,3.0,4.0
P04259,Poland,veterinarian,neutral,25,trust in government,2.75,0.5,14832,3,2,3.0,3.0
P04746,South Korea,cashier,female,65,gender equality,4.25,0.5,14833,4,5,4.0,4.0
P04302,Poland,electrician,neutral,65,gender equality,4.25,0.5,14834,4,5,4.0,4.0
P04264,Poland,bank teller,neutral,45,lgbtq rights,4.25,0.5,14835,4,5,4.0,4.0
P04264,Poland,bank teller,neutral,45,gender equality,4.25,0.5,14836,4,5,4.0,4.0
P04264,Poland,bank teller,neutral,45,climate change,3.75,0.5,14837,4,4,3.0,4.0
P04263,Poland,architect,neutral,45,trust in government,2.75,0.5,14838,3,2,3.0,3.0
P04263,Poland,architect,neutral,45,religion and secularism,2.75,0.5,14839,2,3,3.0,3.0
P04263,Poland,architect,neutral,45,lgbtq rights,4.25,0.5,14840,4,5,4.0,4.0
P04264,Poland,bank teller,neutral,45,trust in government,2.75,0.5,14841,3,2,3.0,3.0
P04253,Poland,plumber,neutral,25,gender equality,4.25,0.5,14842,4,5,4.0,4.0
P04259,Poland,veterinarian,neutral,25,religion and secularism,2.75,0.5,14843,2,3,3.0,3.0
P04259,Poland,veterinarian,neutral,25,immigration,3.25,0.5,14844,3,4,3.0,3.0
P04255,Poland,real estate agent,neutral,25,trust in government,2.75,0.5,14845,3,2,3.0,3.0
P04255,Poland,real estate agent,neutral,25,religion and secularism,2.75,0.5,14846,2,3,3.0,3.0
P04303,Poland,elementary school teacher,neutral,65,gender equality,4.25,0.5,14847,4,5,4.0,4.0
P04255,Poland,real estate agent,neutral,25,lgbtq rights,4.25,0.5,14848,4,5,4.0,4.0
P04255,Poland,real estate agent,neutral,25,gender equality,4.25,0.5,14849,4,5,4.0,4.0
P04303,Poland,elementary school teacher,neutral,65,lgbtq rights,4.25,0.5,14850,4,5,4.0,4.0
P04254,Poland,police officer,neutral,25,trust in government,2.75,0.5,14851,3,2,3.0,3.0
P04254,Poland,police officer,neutral,25,economic redistribution,3.25,0.5,14852,4,3,3.0,3.0
P04254,Poland,police officer,neutral,25,religion and secularism,2.75,0.5,14853,2,3,3.0,3.0
P04254,Poland,police officer,neutral,25,lgbtq rights,4.25,0.5,14854,4,5,4.0,4.0
P04254,Poland,police officer,neutral,25,gender equality,4.25,0.5,14855,4,5,4.0,4.0
P04747,South Korea,chef,female,65,lgbtq rights,3.25,0.5,14856,4,3,3.0,3.0
P04253,Poland,plumber,neutral,25,trust in government,2.75,0.5,14857,3,2,3.0,3.0
P04253,Poland,plumber,neutral,25,religion and secularism,2.75,0.5,14858,2,3,3.0,3.0
P04253,Poland,plumber,neutral,25,lgbtq rights,4.25,0.5,14859,4,5,4.0,4.0
P04256,Poland,registered nurse,neutral,25,gender equality,4.25,0.5,14860,4,5,4.0,4.0
